@relation sg2$data

@attribute regioncentroidcol numeric
@attribute regioncentroidrow numeric
@attribute regionpixelcount numeric
@attribute shortlinedensity5 numeric
@attribute shortlinedensity2 numeric
@attribute vedgemean numeric
@attribute vegdesd numeric
@attribute hedgemean numeric
@attribute hedgesd numeric
@attribute intensitymean numeric
@attribute rawredmean numeric
@attribute rawbluemean numeric
@attribute rawgreenmean numeric
@attribute exredmean numeric
@attribute exbluemean numeric
@attribute exgreenmean numeric
@attribute valuemean numeric
@attribute saturationmean numeric
@attribute huemean numeric
@attribute class {brickface,sky,foliage,cement,window,path,grass}

@data
22,57,9,0,0,0888888,0740742,0666665,0488889,126111,115778,140444,122111,-31,43,-12,140444,0175605,-236251,sky
96,94,9,0,0,0722223,0285185,0444445,042963,202222,16,287778,158889,-126667,256667,-13,287778,0451546,-208489,window
71,95,9,0,0,211111,362963,266667,355556,951852,477778,154444,833333,-142222,177778,-355556,154444,0698902,-244501,foliage
216,78,9,0,0,133333,0355555,433333,635555,361111,313333,46,31,-143333,296667,-153333,46,033971,-205383,cement
251,173,9,0111111,0,216667,183485,238889,123678,567778,498889,715556,488889,-206667,443333,-236667,715556,0318366,-20482,path
172,60,9,0,0,0833333,0388886,105556,0329627,123667,114,138333,118667,-29,44,-15,138333,0175844,-229339,sky
68,127,9,0,0,105556,0975629,127778,0827759,163704,108889,264444,117778,-164444,302222,-137778,264444,0601444,-203581,foliage
82,109,9,0111111,0,0722223,0240741,133333,0800001,177778,192222,21,131111,433333,966667,-14,21,0376024,-127656,brickface
166,36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
216,151,9,0,0,0166667,0278887,0111111,0172133,0111111,0,0333333,0,-0333333,0666667,-0333333,0333333,0222222,-20944,window
181,162,9,0,0,266667,715555,133889,966294,421852,364444,513333,387778,-172222,274444,-102222,513333,0285523,-232748,path
168,40,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
47,232,9,0,0,127778,125462,1,0894427,127037,11,9,181111,-511111,-111111,162222,181111,0500966,187536,grass
98,144,9,0,0,0222222,00296296,0333333,00888889,1,0,3,0,-3,6,-3,3,1,-20944,foliage
180,141,9,0,0,00555556,0136083,00555556,0136083,0037037,0,0111111,0,-0111111,0222222,-0111111,0111111,0111111,-20944,window
85,200,9,0,0,45,432435,605556,432777,585926,522222,726667,508889,-191111,422222,-231111,726667,0300181,-202885,path
151,187,9,0,0,122222,0740741,205556,104074,116296,933333,966667,158889,-688889,-588889,127778,158889,0428363,215664,grass
139,113,9,0,0,0944444,0975629,0666667,0421636,293333,248889,37,261111,-133333,23,-966667,37,0327385,-219983,window
147,51,9,0111111,0,116667,11,15,194444,126333,117,140222,121778,-28,416667,-136667,140222,0165549,-230669,sky
14,146,9,0111111,0,0888889,0474074,111111,0740741,105926,8,156667,811111,-777778,152222,-744444,156667,0487864,-210891,cement
6,120,9,0,0,0333333,00888889,05,00777778,114815,0222222,3,0222222,-277778,555556,-277778,3,1,-205729,foliage
136,129,9,0111111,0,194444,308519,2,315556,247037,191111,348889,201111,-167778,305556,-137778,348889,0449747,-216105,cement
94,136,9,0,0,0222222,00296296,0222222,00296296,255556,1,577778,0888889,-466667,966667,-5,577778,084709,-207124,window
225,36,9,0,0,0444445,0272166,0388889,0327731,792593,5,136667,511111,-877778,172222,-844444,136667,0634921,-21073,window
202,193,9,0,0,111111,0750308,338889,248924,417037,378889,506667,365556,-114444,268889,-154444,506667,0278387,-1993,path
64,196,9,0,0,266667,23758,344444,22771,498889,443333,614444,438889,-166667,346667,-18,614444,0289997,-206386,path
23,85,9,0,0,144444,105185,177778,0962963,17963,188889,218889,131111,277778,117778,-145556,218889,0399751,-138687,brickface
47,175,9,0,0,133333,0788811,116667,0888194,237407,186667,237778,287778,-152222,0111111,151111,287778,0351487,263016,grass
37,78,9,0,0,1,0177777,255556,287407,438148,411111,518889,384444,-811111,242222,-161111,518889,0258916,-188607,cement
145,155,9,0,0111111,494444,356185,994444,121396,112963,777778,175556,855556,-105556,187778,-822222,175556,0747294,-214053,window
170,185,9,0,0,0611111,0443053,144444,104704,107407,811111,977778,143333,-788889,-288889,107778,143333,0435185,236281,grass
231,30,9,0,0111111,0722222,0712325,3,279682,703704,477778,116667,466667,-677778,138889,-711111,116667,0613718,-204728,window
18,13,9,0,0,0888891,0207407,111111,0162961,140259,134333,149111,137333,-177778,265556,-877778,149111,00990602,-229238,sky
38,202,9,0,0,216667,106979,833333,251219,573333,502222,715556,502222,-213333,426667,-213333,715556,0302514,-209375,path
70,98,9,0111111,0,122222,171852,177778,131852,466667,122222,922222,355556,-103333,136667,-333333,922222,089084,-239542,foliage
66,155,9,0,0,372222,217963,772222,715741,825926,588889,126667,622222,-711111,132222,-611111,126667,0300624,-214762,window
186,46,9,0,0,0666664,0399996,105556,0862948,135519,129444,145556,131556,-182222,301111,-118889,145556,0110653,-223262,sky
63,122,9,0,0,0,0,0,0,0333333,0,1,0,-1,2,-1,1,1,-20944,foliage
33,142,9,0,0,188889,137706,0888889,140897,385185,166667,722222,266667,-655556,101111,-355556,722222,081358,-22806,foliage
189,184,9,0,0111111,166667,0843274,277778,200739,505926,458889,623333,435556,-141111,352222,-211111,623333,0300945,-196448,path
140,73,9,0,0,172222,082776,0777777,10037,462963,456667,511111,421111,-188889,144444,-125556,511111,0176156,-168159,cement
222,93,9,0,0,172222,00629626,0166667,00333333,244444,1,544444,0888889,-433333,9,-466667,544444,0878395,-207507,window
14,146,9,0111111,0,0888889,0474074,111111,0740741,105926,8,156667,811111,-777778,152222,-744444,156667,0487864,-210891,cement
112,38,9,0,0,110556,110743,111111,106805,646296,582222,784444,572222,-192222,414444,-222222,784444,0271659,-203882,cement
56,107,9,0,0111111,455556,134074,677778,231852,796296,455556,13,633333,-102222,151111,-488889,13,0730592,-229176,foliage
250,176,9,0,0111111,161111,106284,344444,169531,536667,471111,676667,462222,-196667,42,-223333,676667,0318137,-205226,path
18,204,9,0,0,255556,120493,277778,114827,578889,514444,72,502222,-193333,423333,-23,72,0302525,-203854,path
112,35,9,0,0,111111,122963,144444,0829631,127556,117444,142556,122667,-303333,45,-146667,142556,0176083,-231105,sky
2,44,9,0,0,216667,238889,238889,152963,187407,173333,252222,136667,-422222,194444,-152222,252222,0457681,-175373,brickface
83,83,9,0111111,0,0777779,0785184,166667,311111,498519,46,595556,44,-115556,291111,-175556,595556,0260605,-195852,cement
132,182,9,0,0,0888889,0655462,211111,177221,435185,402222,525556,377778,-988889,271111,-172222,525556,0280764,-191735,path
144,139,9,0,0,55,394445,138889,0596294,646667,578889,787778,573333,-203333,423333,-22,787778,027569,-206547,cement
231,13,9,0,0,127778,0574135,1,105409,118667,106556,135778,113667,-363333,513333,-15,135778,0215088,-23519,sky
93,195,9,0,0,183333,120646,405556,212307,615926,546667,766667,534444,-207778,452222,-244444,766667,0305593,-203712,path
28,204,9,0,0,2,176383,322222,208344,558889,497778,692222,486667,-183333,40,-216667,692222,029685,-203737,path
148,109,9,0,0,0999999,121106,122222,0655462,494074,425556,628889,427778,-205556,404444,-198889,628889,0325138,-210548,cement
54,133,9,0,0,155556,100741,05,0344444,537037,366667,9,344444,-511111,108889,-577778,9,0630471,-2048,window
51,115,9,0,0,0666667,0488889,138889,0685185,27037,0555556,566667,188889,-644444,888889,-244444,566667,0917989,-235839,foliage
85,225,9,0,0,15,100554,161111,128956,161852,144444,127778,213333,-522222,-102222,154444,213333,0401151,189102,grass
62,144,9,0,0,0277778,00629629,0722222,032963,481482,6,577778,266667,355556,288889,-644444,622222,0574603,-0969119,brickface
235,46,9,0,0,116667,062361,133333,0596282,11463,100889,132889,110111,-412222,547778,-135556,132889,0240722,-239503,sky
167,189,9,0,0,377778,223772,377778,154441,584074,513333,724444,514444,-212222,421111,-208889,724444,0295523,-210133,path
222,189,9,0,0,0833333,100554,1,119257,172963,145556,141111,232222,-822222,-955556,177778,232222,041042,206044,grass
209,94,9,0,0,1,0760117,0611111,0490653,911111,588889,152222,622222,-966667,183333,-866667,152222,0619713,-212934,window
178,43,9,0,0,116667,11,111111,0740737,125259,115667,140222,119889,-287778,448889,-161111,140222,0174948,-227065,sky
40,17,9,0,0,127778,095258,144445,110889,705185,624444,865556,625556,-242222,481111,-238889,865556,0286238,-209852,cement
156,49,9,0,0,105555,0574134,122222,0544332,38037,356667,441111,343333,-711111,182222,-111111,441111,0221187,-194975,cement
155,20,9,0,0,0611112,0327729,0611112,0327729,111704,984444,129556,107111,-397778,535556,-137778,129556,0240108,-238521,sky
174,77,9,0,0,1,0311108,127778,135184,135926,128556,147333,131889,-221111,342222,-121111,147333,0127385,-227715,sky
106,191,9,0,0,316667,303132,283333,289636,63,551111,795556,543333,-236667,496667,-26,795556,0317523,-206229,path
244,108,9,0,0,65,510229,172222,0827759,237037,20,304444,206667,-111111,202222,-911111,304444,0365332,-215439,window
157,184,9,0,0,127778,0774074,133333,0844445,194444,152222,182222,248889,-126667,-366667,163333,248889,038821,241945,grass
22,114,9,0111111,0,0944444,116269,116667,0408248,304815,244444,407778,262222,-181111,308889,-127778,407778,0400536,-220716,window
215,235,9,0,0,138889,106284,105556,0490653,918519,677778,8,127778,-722222,-355556,107778,127778,0482192,231076,grass
231,233,9,0,0,144444,0740741,116667,0344444,125926,888889,118889,17,-111111,-211111,132222,17,0478222,249158,grass
52,196,9,0,0,144444,132777,677778,418817,460741,404444,571111,406667,-168889,331111,-162222,571111,0294045,-210568,path
112,197,9,0,0,422222,299382,494444,312279,503333,446667,622222,441111,-17,356667,-186667,622222,0296328,-207122,path
37,167,9,0,0,0888889,0562963,755556,460741,140741,116667,167778,137778,-722222,811111,-0888889,176667,0314507,-301508,grass
20,134,9,0,0,0666667,0088889,0611111,0240741,296296,111111,644444,133333,-555556,104444,-488889,644444,0829233,-213309,window
140,247,9,0,0,25,318889,266667,355556,811111,6,588889,124444,-633333,-666667,13,124444,0563467,211789,grass
114,181,9,0,0,111111,0385186,0888889,10963,199259,158889,187778,251111,-121111,-344444,155556,251111,0366581,242082,grass
44,33,9,0,0,116666,0936897,105555,0854183,125889,114667,141778,121222,-336667,476667,-14,141778,0191215,-2348,sky
202,140,9,0,0,0722222,0490653,0444444,0344265,103704,0777778,188889,0444444,-0777778,255556,-177778,188889,0814815,-183888,window
95,47,9,0,0,072222,032963,15,0477777,107111,932222,128778,993333,-416667,65,-233333,128778,0275957,-227107,sky
108,113,9,0,0,0444444,0207407,0444444,0118519,551852,688889,666667,3,411111,344444,-755556,688889,0566138,-0989308,brickface
241,70,9,0,0,105556,0712326,411111,275412,39963,364444,483333,351111,-105556,251111,-145556,483333,0274051,-199041,cement
34,13,9,0,0,022222,0172131,155555,054433,703704,606667,881111,623333,-291111,532222,-241111,881111,0311437,-215499,cement
185,188,9,0,0,177778,112875,2,124722,501852,45,621111,434444,-155556,357778,-202222,621111,030043,-200738,path
48,192,9,0,0,122222,100741,288889,482963,996296,866667,744444,137778,-388889,-755556,114444,137778,0476236,190846,grass
141,68,9,0,0,144444,100741,216667,0877779,271852,242222,368889,204444,-888889,291111,-202222,368889,0445652,-184852,brickface
160,187,9,0111111,0,261111,193697,511111,353815,494815,446667,608889,428889,-144444,342222,-197778,608889,0297341,-199063,path
224,242,9,0,0,188889,0829629,222222,327407,117407,866667,107778,157778,-922222,-288889,121111,157778,0454547,23866,grass
190,162,9,0,0,211111,398518,139444,15513,413333,35,511111,378889,-19,293333,-103333,513333,0298471,-249461,path
162,227,9,0,0,138889,0996296,316667,861111,13963,101111,144444,173333,-115556,144444,101111,174444,0425501,270705,grass
200,215,9,0,0,155556,0958394,472222,264505,23037,171111,225556,294444,-177778,-144444,192222,294444,0420767,256105,grass
166,182,9,0,0,305556,421329,4,236643,584074,525556,725556,501111,-175556,424444,-248889,725556,03112,-197849,path
58,122,9,0,0,0277778,0107407,0555556,0118519,562963,7,666667,322222,411111,311111,-722222,722222,0551587,-0964797,brickface
163,68,9,0,0,183333,221111,155556,0962963,567778,52,682222,501111,-143333,343333,-20,682222,0265053,-198431,cement
249,207,9,0222222,0,272222,0928957,0888889,0272165,121481,955556,103333,165556,-777778,-544444,132222,165556,0432389,221726,grass
46,235,9,0,0,194444,184074,172222,357407,108889,755556,933333,157778,-10,-466667,146667,157778,0520399,231624,grass
78,30,9,0,0,0666667,0666666,0944444,0772201,112963,993333,131111,108444,-408889,544444,-135556,131111,0242337,-239506,sky
191,180,9,0111111,0,355556,118634,222222,110889,600741,532222,754444,515556,-205556,461111,-255556,754444,031801,-202215,path
114,121,9,0,0,0444444,0118518,0611111,0107407,640741,8,744444,377778,477778,311111,-788889,8,0528219,-0914324,brickface
85,101,9,0,0,133333,128889,127778,121852,212963,212222,267778,158889,-0222222,164444,-162222,267778,0404792,-15586,brickface
37,126,9,0,0,0388889,0062963,0444445,0251852,577778,744444,677778,311111,5,3,-8,744444,0581349,-0895807,brickface
173,90,9,0,0,0666667,0266666,0833333,0344444,235185,173333,344444,187778,-185556,327778,-142222,344444,0496719,-218244,window
108,212,9,0,0,2,142222,155556,198518,803704,6,677778,113333,-611111,-377778,988889,113333,0513395,224265,grass
33,117,9,0,0,05,0122222,1,0311111,644444,733333,822222,377778,266667,533333,-8,822222,053858,-123326,brickface
109,130,9,0,0,111111,0740741,977778,21763,13037,988889,188889,103333,-944444,175556,-811111,188889,0548124,-213737,cement
60,181,9,0111111,0,166667,12,266667,208889,196296,171111,178889,238889,-755556,-522222,127778,238889,0285691,218914,grass
219,133,9,0,0,0833333,0300001,0444445,00296297,985185,622222,166667,666667,-108889,204444,-955556,166667,0627269,-213874,window
42,244,9,0111111,0,111111,14707,111111,125904,128148,955556,116667,172222,-977778,-344444,132222,172222,0446035,239174,grass
71,90,9,0,0,277778,207407,511111,327407,226296,22,291111,167778,-188889,194444,-175556,291111,0420486,-162233,brickface
125,149,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
223,62,9,0,0,0333333,0298142,0444444,0501848,644444,411111,114444,377778,-7,15,-8,114444,067037,-204872,window
80,95,9,0,0,122222,100741,0944444,0551851,214074,213333,266667,162222,-0222222,157778,-155556,266667,0390436,-156733,brickface
148,116,9,0,0,05,0477778,116667,0611111,611111,711111,766667,355556,3,466667,-766667,777778,0544733,-116325,brickface
140,34,9,0,0,0499999,0122222,0888887,0207408,105481,912222,127333,978889,-427778,655556,-227778,127333,0283524,-228664,sky
172,138,9,0,0,244444,100741,783333,496333,121852,822222,192222,911111,-118889,211111,-922222,192222,061525,-21721,window
23,219,9,0,0,15,100554,172222,0928957,133704,108889,12,172222,-744444,-411111,115556,172222,0371914,225533,grass
208,240,9,0111111,0,105556,0862963,244444,500741,141481,108889,13,185556,-977778,-344444,132222,185556,0421621,239249,grass
169,104,9,0,0,155556,177221,561111,225503,185185,16,233333,162222,-755556,144444,-688889,233333,0314713,-211392,window
159,83,9,0,0,0388889,0250924,0277777,0250924,182222,133333,268889,144444,-146667,26,-113333,268889,050381,-217832,window
2,63,9,0,0,122222,0562963,15,0700001,180741,172222,236667,133333,-255556,167778,-142222,236667,0435021,-168385,brickface
186,218,9,0,0,116667,0744444,116667,0655555,137037,106667,126667,177778,-911111,-311111,122222,177778,0401347,238268,grass
179,101,9,0,0,0444448,0385187,0611109,0329633,134926,126444,147222,131111,-254444,368889,-114444,147222,0141107,-232873,sky
227,44,9,0111111,0,0555555,0403687,161111,0998146,478148,428889,58,425556,-147778,305556,-157778,58,0271987,-207047,cement
81,145,9,0,0111111,455556,453464,75,611283,134444,988889,201111,103333,-106667,20,-933333,201111,0532728,-206232,foliage
133,181,9,0,0,238889,216453,477778,286486,412593,377778,495556,364444,-104444,248889,-144444,495556,0265619,-199837,path
19,133,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,foliage
206,57,9,0,0,105556,0196297,0888889,0340743,122333,111333,139,116667,-33,50,-17,139,0198924,-229717,sky
236,117,9,0,0,0777779,0403687,127778,0742868,458889,395556,584444,396667,-19,376667,-186667,584444,0330477,-209948,cement
71,187,9,0,0,2,163299,355556,186984,186667,146667,162222,251111,-12,-733333,193333,251111,0431215,22543,grass
151,163,9,0,0,205556,228519,181667,419889,40,345556,48,374444,-163333,24,-766667,481111,0263846,-251749,path
130,102,9,0,0,727778,737963,944444,909186,143704,101111,202222,127778,-127778,175556,-477778,202222,0575126,-237894,foliage
170,189,9,0,0,227778,132358,244444,178471,511111,457778,633333,442222,-16,366667,-206667,633333,0301346,-200893,path
152,18,9,0,0,0777777,0455422,0555557,0272164,112111,972222,130444,108667,-446667,55,-103333,130444,0254668,-245498,sky
166,65,9,0,0,0777777,0785188,0722221,0329629,973333,827778,121111,881111,-436667,713333,-276667,121111,0316474,-223914,sky
32,45,9,0,0,227778,317407,327778,144074,219259,205556,287778,164444,-411111,205556,-164444,287778,0428167,-173537,brickface
192,51,9,0,0,0722224,0389683,0944443,0772203,108741,952222,127,104,-405556,547778,-142222,127,0250137,-238344,sky
9,236,9,0,0,183333,345556,305556,552963,110741,944444,944444,143333,-488889,-488889,977778,143333,0376554,208323,grass
42,201,9,0,0,211111,201843,433333,472346,593333,525556,74,514444,-203333,44,-236667,74,0306609,-204251,path
162,14,9,0,0,0944445,053403,0611113,0712327,112741,99,130667,108556,-412222,537778,-125556,130667,0242294,-240897,sky
28,114,9,0,0,0833333,0433333,116667,0255555,185185,0111111,466667,0777778,-522222,844444,-322222,466667,0984127,-222266,foliage
45,89,9,0,0,0777778,0340741,0777778,0474074,22963,0111111,644444,0333333,-655556,124444,-588889,644444,0986111,-21239,foliage
208,90,9,0,0,288889,256297,0722222,0062963,514815,277778,10,266667,-711111,145556,-744444,10,0797212,-207343,window
159,40,9,0,0,0888889,062063,0555556,0172131,125148,114222,141667,119556,-327778,495556,-167778,141667,0193665,-22949,sky
23,129,9,0,0,05,00777778,0388889,0151852,0518518,0,155556,0,-155556,311111,-155556,155556,0777778,-20944,foliage
83,81,9,0,0,0444443,0344265,0722221,0389682,594444,518889,744444,52,-226667,45,-223333,744444,0307419,-209885,cement
181,27,9,0,0,0722221,0462964,05,0255555,138074,132556,146556,135111,-165556,254444,-888889,146556,00962632,-226453,sky
129,188,9,0,0,366667,201108,461111,240755,610741,537778,76,534444,-218889,447778,-228889,76,030013,-20791,path
70,177,9,0,0,216667,106979,166667,117379,494444,45,61,423333,-133333,346667,-213333,61,0305962,-194266,path
164,49,9,0,0,116667,0433335,15,0300001,126185,116333,141778,120444,-295556,467778,-172222,141778,0179413,-226374,sky
154,120,9,0,0,0444444,00296296,0444445,0118518,596296,777778,677778,333333,544444,244444,-788889,777778,0569444,-0820403,brickface
181,186,9,0111111,0,294445,271143,205556,167884,488148,441111,604444,418889,-141111,348889,-207778,604444,0307027,-196851,path
132,223,9,0,0,211111,0720082,177778,093492,165185,132222,134444,228889,-988889,-922222,191111,228889,0433125,211955,grass
118,182,9,0111111,0,177778,129386,25,142595,45,416667,543333,39,-10,28,-18,543333,0281875,-191068,path
97,186,9,0,0,116667,0691215,116667,100554,155926,138889,117778,211111,-511111,-114444,165556,211111,0442661,186365,grass
